#chrom	chromStart	chromEnd	name	score	strand	thickStart	thickEnd	reserved	blockCount	blockSizes	chromStarts	name2	cdsStartStat	cdsEndStat	exonFrames	txId	type	geneName	geneType	sourceGene	sourceTranscript	alignmentId	alternativeSourceTranscripts	Paralogy	UnfilteredParalogy	collapsedGeneIds	collapsedGeneNames	frameshift	exonAnnotationSupport	intronAnnotationSupport	transcriptClass	transcriptModes	validStart	validStop	properOrf	extra_paralog
chr13	8357652	8371033	RNA45S1-1	0	+	8371033	8371033	85,212,76	1	13381	0	RNA45S1	none	none	-1	LOFF_T0010220	rRNA	LOFF_G0010220	rRNA	LOFF_G0010220	rRNA_T221	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	8361307	8363176	RNA18S1-1	0	+	8363176	8363176	85,212,76	1	1869	0	RNA18S1	none	none	-1	LOFF_T0010221	rRNA	LOFF_G0010221	rRNA	LOFF_G0010221	rRNA_T222	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	8364258	8364415	RNA5-8S1-1	0	+	8364415	8364415	85,212,76	1	157	0	RNA5-8S1	none	none	-1	LOFF_T0010222	rRNA	LOFF_G0010222	rRNA	LOFF_G0010222	rRNA_T223	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	8365583	8370669	RNA28S1-1	0	+	8370669	8370669	85,212,76	1	5086	0	RNA28S1	none	none	-1	LOFF_T0010223	rRNA	LOFF_G0010223	rRNA	LOFF_G0010223	rRNA_T224	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	8404622	8418003	RNA45S1-1	0	+	8418003	8418003	85,212,76	1	13381	0	RNA45S1	none	none	-1	LOFF_T0010224	rRNA	LOFF_G0010224	rRNA	LOFF_G0010224	rRNA_T225	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	8408277	8410146	RNA18S1-1	0	+	8410146	8410146	85,212,76	1	1869	0	RNA18S1	none	none	-1	LOFF_T0010225	rRNA	LOFF_G0010225	rRNA	LOFF_G0010225	rRNA_T226	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	8411228	8411385	RNA5-8S1-1	0	+	8411385	8411385	85,212,76	1	157	0	RNA5-8S1	none	none	-1	LOFF_T0010226	rRNA	LOFF_G0010226	rRNA	LOFF_G0010226	rRNA_T227	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	8412553	8417639	RNA28S1-1	0	+	8417639	8417639	85,212,76	1	5086	0	RNA28S1	none	none	-1	LOFF_T0010227	rRNA	LOFF_G0010227	rRNA	LOFF_G0010227	rRNA_T228	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	8451592	8464973	RNA45S1-1	0	+	8464973	8464973	85,212,76	1	13381	0	RNA45S1	none	none	-1	LOFF_T0010228	rRNA	LOFF_G0010228	rRNA	LOFF_G0010228	rRNA_T229	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	8455247	8457116	RNA18S1-1	0	+	8457116	8457116	85,212,76	1	1869	0	RNA18S1	none	none	-1	LOFF_T0010229	rRNA	LOFF_G0010229	rRNA	LOFF_G0010229	rRNA_T230	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	8458198	8458355	RNA5-8S1-1	0	+	8458355	8458355	85,212,76	1	157	0	RNA5-8S1	none	none	-1	LOFF_T0010230	rRNA	LOFF_G0010230	rRNA	LOFF_G0010230	rRNA_T231	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	8459523	8464609	RNA28S1-1	0	+	8464609	8464609	85,212,76	1	5086	0	RNA28S1	none	none	-1	LOFF_T0010231	rRNA	LOFF_G0010231	rRNA	LOFF_G0010231	rRNA_T232	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	8498562	8511943	RNA45S1-1	0	+	8511943	8511943	85,212,76	1	13381	0	RNA45S1	none	none	-1	LOFF_T0010232	rRNA	LOFF_G0010232	rRNA	LOFF_G0010232	rRNA_T233	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	8502217	8504086	RNA18S1-1	0	+	8504086	8504086	85,212,76	1	1869	0	RNA18S1	none	none	-1	LOFF_T0010233	rRNA	LOFF_G0010233	rRNA	LOFF_G0010233	rRNA_T234	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	8505168	8505325	RNA5-8S1-1	0	+	8505325	8505325	85,212,76	1	157	0	RNA5-8S1	none	none	-1	LOFF_T0010234	rRNA	LOFF_G0010234	rRNA	LOFF_G0010234	rRNA_T235	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	8506493	8511579	RNA28S1-1	0	+	8511579	8511579	85,212,76	1	5086	0	RNA28S1	none	none	-1	LOFF_T0010235	rRNA	LOFF_G0010235	rRNA	LOFF_G0010235	rRNA_T236	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	8545532	8558913	RNA45S1-1	0	+	8558913	8558913	85,212,76	1	13381	0	RNA45S1	none	none	-1	LOFF_T0010236	rRNA	LOFF_G0010236	rRNA	LOFF_G0010236	rRNA_T237	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	8549187	8551056	RNA18S1-1	0	+	8551056	8551056	85,212,76	1	1869	0	RNA18S1	none	none	-1	LOFF_T0010237	rRNA	LOFF_G0010237	rRNA	LOFF_G0010237	rRNA_T238	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	8552138	8552295	RNA5-8S1-1	0	+	8552295	8552295	85,212,76	1	157	0	RNA5-8S1	none	none	-1	LOFF_T0010238	rRNA	LOFF_G0010238	rRNA	LOFF_G0010238	rRNA_T239	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	8553463	8558549	RNA28S1-1	0	+	8558549	8558549	85,212,76	1	5086	0	RNA28S1	none	none	-1	LOFF_T0010239	rRNA	LOFF_G0010239	rRNA	LOFF_G0010239	rRNA_T240	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	8592502	8605883	RNA45S1-1	0	+	8605883	8605883	85,212,76	1	13381	0	RNA45S1	none	none	-1	LOFF_T0010240	rRNA	LOFF_G0010240	rRNA	LOFF_G0010240	rRNA_T241	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	8596157	8598026	RNA18S1-1	0	+	8598026	8598026	85,212,76	1	1869	0	RNA18S1	none	none	-1	LOFF_T0010241	rRNA	LOFF_G0010241	rRNA	LOFF_G0010241	rRNA_T242	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	8599108	8599265	RNA5-8S1-1	0	+	8599265	8599265	85,212,76	1	157	0	RNA5-8S1	none	none	-1	LOFF_T0010242	rRNA	LOFF_G0010242	rRNA	LOFF_G0010242	rRNA_T243	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	8600433	8605519	RNA28S1-1	0	+	8605519	8605519	85,212,76	1	5086	0	RNA28S1	none	none	-1	LOFF_T0010243	rRNA	LOFF_G0010243	rRNA	LOFF_G0010243	rRNA_T244	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	8639472	8652853	RNA45S1-1	0	+	8652853	8652853	85,212,76	1	13381	0	RNA45S1	none	none	-1	LOFF_T0010244	rRNA	LOFF_G0010244	rRNA	LOFF_G0010244	rRNA_T245	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	8643127	8644996	RNA18S1-1	0	+	8644996	8644996	85,212,76	1	1869	0	RNA18S1	none	none	-1	LOFF_T0010245	rRNA	LOFF_G0010245	rRNA	LOFF_G0010245	rRNA_T246	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	8646078	8646235	RNA5-8S1-1	0	+	8646235	8646235	85,212,76	1	157	0	RNA5-8S1	none	none	-1	LOFF_T0010246	rRNA	LOFF_G0010246	rRNA	LOFF_G0010246	rRNA_T247	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	8647403	8652489	RNA28S1-1	0	+	8652489	8652489	85,212,76	1	5086	0	RNA28S1	none	none	-1	LOFF_T0010247	rRNA	LOFF_G0010247	rRNA	LOFF_G0010247	rRNA_T248	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	8686442	8699823	RNA45S1-1	0	+	8699823	8699823	85,212,76	1	13381	0	RNA45S1	none	none	-1	LOFF_T0010248	rRNA	LOFF_G0010248	rRNA	LOFF_G0010248	rRNA_T249	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	8690097	8691966	RNA18S1-1	0	+	8691966	8691966	85,212,76	1	1869	0	RNA18S1	none	none	-1	LOFF_T0010249	rRNA	LOFF_G0010249	rRNA	LOFF_G0010249	rRNA_T250	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	8693048	8693205	RNA5-8S1-1	0	+	8693205	8693205	85,212,76	1	157	0	RNA5-8S1	none	none	-1	LOFF_T0010250	rRNA	LOFF_G0010250	rRNA	LOFF_G0010250	rRNA_T251	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	8694373	8699459	RNA28S1-1	0	+	8699459	8699459	85,212,76	1	5086	0	RNA28S1	none	none	-1	LOFF_T0010251	rRNA	LOFF_G0010251	rRNA	LOFF_G0010251	rRNA_T252	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	8733412	8746793	RNA45S1-1	0	+	8746793	8746793	85,212,76	1	13381	0	RNA45S1	none	none	-1	LOFF_T0010252	rRNA	LOFF_G0010252	rRNA	LOFF_G0010252	rRNA_T253	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	8737067	8738936	RNA18S1-1	0	+	8738936	8738936	85,212,76	1	1869	0	RNA18S1	none	none	-1	LOFF_T0010253	rRNA	LOFF_G0010253	rRNA	LOFF_G0010253	rRNA_T254	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	8740018	8740175	RNA5-8S1-1	0	+	8740175	8740175	85,212,76	1	157	0	RNA5-8S1	none	none	-1	LOFF_T0010254	rRNA	LOFF_G0010254	rRNA	LOFF_G0010254	rRNA_T255	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	8741343	8746429	RNA28S1-1	0	+	8746429	8746429	85,212,76	1	5086	0	RNA28S1	none	none	-1	LOFF_T0010255	rRNA	LOFF_G0010255	rRNA	LOFF_G0010255	rRNA_T256	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	8780382	8793763	RNA45S1-1	0	+	8793763	8793763	85,212,76	1	13381	0	RNA45S1	none	none	-1	LOFF_T0010256	rRNA	LOFF_G0010256	rRNA	LOFF_G0010256	rRNA_T257	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	8784037	8785906	RNA18S1-1	0	+	8785906	8785906	85,212,76	1	1869	0	RNA18S1	none	none	-1	LOFF_T0010257	rRNA	LOFF_G0010257	rRNA	LOFF_G0010257	rRNA_T258	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	8786988	8787145	RNA5-8S1-1	0	+	8787145	8787145	85,212,76	1	157	0	RNA5-8S1	none	none	-1	LOFF_T0010258	rRNA	LOFF_G0010258	rRNA	LOFF_G0010258	rRNA_T259	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	8788313	8793399	RNA28S1-1	0	+	8793399	8793399	85,212,76	1	5086	0	RNA28S1	none	none	-1	LOFF_T0010259	rRNA	LOFF_G0010259	rRNA	LOFF_G0010259	rRNA_T260	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	8827352	8840733	RNA45S1-1	0	+	8840733	8840733	85,212,76	1	13381	0	RNA45S1	none	none	-1	LOFF_T0010260	rRNA	LOFF_G0010260	rRNA	LOFF_G0010260	rRNA_T261	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	8831007	8832876	RNA18S1-1	0	+	8832876	8832876	85,212,76	1	1869	0	RNA18S1	none	none	-1	LOFF_T0010261	rRNA	LOFF_G0010261	rRNA	LOFF_G0010261	rRNA_T262	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	8833958	8834115	RNA5-8S1-1	0	+	8834115	8834115	85,212,76	1	157	0	RNA5-8S1	none	none	-1	LOFF_T0010262	rRNA	LOFF_G0010262	rRNA	LOFF_G0010262	rRNA_T263	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	8835283	8840369	RNA28S1-1	0	+	8840369	8840369	85,212,76	1	5086	0	RNA28S1	none	none	-1	LOFF_T0010263	rRNA	LOFF_G0010263	rRNA	LOFF_G0010263	rRNA_T264	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	8874322	8887703	RNA45S1-1	0	+	8887703	8887703	85,212,76	1	13381	0	RNA45S1	none	none	-1	LOFF_T0010264	rRNA	LOFF_G0010264	rRNA	LOFF_G0010264	rRNA_T265	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	8877977	8879846	RNA18S1-1	0	+	8879846	8879846	85,212,76	1	1869	0	RNA18S1	none	none	-1	LOFF_T0010265	rRNA	LOFF_G0010265	rRNA	LOFF_G0010265	rRNA_T266	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	8880928	8881085	RNA5-8S1-1	0	+	8881085	8881085	85,212,76	1	157	0	RNA5-8S1	none	none	-1	LOFF_T0010266	rRNA	LOFF_G0010266	rRNA	LOFF_G0010266	rRNA_T267	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	8882253	8887339	RNA28S1-1	0	+	8887339	8887339	85,212,76	1	5086	0	RNA28S1	none	none	-1	LOFF_T0010267	rRNA	LOFF_G0010267	rRNA	LOFF_G0010267	rRNA_T268	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	8921292	8934673	RNA45S1-1	0	+	8934673	8934673	85,212,76	1	13381	0	RNA45S1	none	none	-1	LOFF_T0010268	rRNA	LOFF_G0010268	rRNA	LOFF_G0010268	rRNA_T269	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	8924947	8926816	RNA18S1-1	0	+	8926816	8926816	85,212,76	1	1869	0	RNA18S1	none	none	-1	LOFF_T0010269	rRNA	LOFF_G0010269	rRNA	LOFF_G0010269	rRNA_T270	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	8927898	8928055	RNA5-8S1-1	0	+	8928055	8928055	85,212,76	1	157	0	RNA5-8S1	none	none	-1	LOFF_T0010270	rRNA	LOFF_G0010270	rRNA	LOFF_G0010270	rRNA_T271	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	8929223	8934309	RNA28S1-1	0	+	8934309	8934309	85,212,76	1	5086	0	RNA28S1	none	none	-1	LOFF_T0010271	rRNA	LOFF_G0010271	rRNA	LOFF_G0010271	rRNA_T272	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	8968262	8981643	RNA45S1-1	0	+	8981643	8981643	85,212,76	1	13381	0	RNA45S1	none	none	-1	LOFF_T0010272	rRNA	LOFF_G0010272	rRNA	LOFF_G0010272	rRNA_T273	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	8971917	8973786	RNA18S1-1	0	+	8973786	8973786	85,212,76	1	1869	0	RNA18S1	none	none	-1	LOFF_T0010273	rRNA	LOFF_G0010273	rRNA	LOFF_G0010273	rRNA_T274	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	8974868	8975025	RNA5-8S1-1	0	+	8975025	8975025	85,212,76	1	157	0	RNA5-8S1	none	none	-1	LOFF_T0010274	rRNA	LOFF_G0010274	rRNA	LOFF_G0010274	rRNA_T275	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	8976193	8981279	RNA28S1-1	0	+	8981279	8981279	85,212,76	1	5086	0	RNA28S1	none	none	-1	LOFF_T0010275	rRNA	LOFF_G0010275	rRNA	LOFF_G0010275	rRNA_T276	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	9015232	9028613	RNA45S1-1	0	+	9028613	9028613	85,212,76	1	13381	0	RNA45S1	none	none	-1	LOFF_T0010276	rRNA	LOFF_G0010276	rRNA	LOFF_G0010276	rRNA_T277	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	9018887	9020756	RNA18S1-1	0	+	9020756	9020756	85,212,76	1	1869	0	RNA18S1	none	none	-1	LOFF_T0010277	rRNA	LOFF_G0010277	rRNA	LOFF_G0010277	rRNA_T278	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	9021838	9021995	RNA5-8S1-1	0	+	9021995	9021995	85,212,76	1	157	0	RNA5-8S1	none	none	-1	LOFF_T0010278	rRNA	LOFF_G0010278	rRNA	LOFF_G0010278	rRNA_T279	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	9023163	9028249	RNA28S1-1	0	+	9028249	9028249	85,212,76	1	5086	0	RNA28S1	none	none	-1	LOFF_T0010279	rRNA	LOFF_G0010279	rRNA	LOFF_G0010279	rRNA_T280	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	9062202	9075583	RNA45S1-1	0	+	9075583	9075583	85,212,76	1	13381	0	RNA45S1	none	none	-1	LOFF_T0010280	rRNA	LOFF_G0010280	rRNA	LOFF_G0010280	rRNA_T281	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	9065857	9067726	RNA18S1-1	0	+	9067726	9067726	85,212,76	1	1869	0	RNA18S1	none	none	-1	LOFF_T0010281	rRNA	LOFF_G0010281	rRNA	LOFF_G0010281	rRNA_T282	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	9068808	9068965	RNA5-8S1-1	0	+	9068965	9068965	85,212,76	1	157	0	RNA5-8S1	none	none	-1	LOFF_T0010282	rRNA	LOFF_G0010282	rRNA	LOFF_G0010282	rRNA_T283	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	9070133	9075219	RNA28S1-1	0	+	9075219	9075219	85,212,76	1	5086	0	RNA28S1	none	none	-1	LOFF_T0010283	rRNA	LOFF_G0010283	rRNA	LOFF_G0010283	rRNA_T284	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	9109172	9122553	RNA45S1-1	0	+	9122553	9122553	85,212,76	1	13381	0	RNA45S1	none	none	-1	LOFF_T0010284	rRNA	LOFF_G0010284	rRNA	LOFF_G0010284	rRNA_T285	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	9112827	9114696	RNA18S1-1	0	+	9114696	9114696	85,212,76	1	1869	0	RNA18S1	none	none	-1	LOFF_T0010285	rRNA	LOFF_G0010285	rRNA	LOFF_G0010285	rRNA_T286	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	9115778	9115935	RNA5-8S1-1	0	+	9115935	9115935	85,212,76	1	157	0	RNA5-8S1	none	none	-1	LOFF_T0010286	rRNA	LOFF_G0010286	rRNA	LOFF_G0010286	rRNA_T287	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	9117103	9122189	RNA28S1-1	0	+	9122189	9122189	85,212,76	1	5086	0	RNA28S1	none	none	-1	LOFF_T0010287	rRNA	LOFF_G0010287	rRNA	LOFF_G0010287	rRNA_T288	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	9155309	9168690	RNA45S1-1	0	+	9168690	9168690	85,212,76	1	13381	0	RNA45S1	none	none	-1	LOFF_T0010288	rRNA	LOFF_G0010288	rRNA	LOFF_G0010288	rRNA_T289	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	9158964	9160833	RNA18S1-1	0	+	9160833	9160833	85,212,76	1	1869	0	RNA18S1	none	none	-1	LOFF_T0010289	rRNA	LOFF_G0010289	rRNA	LOFF_G0010289	rRNA_T290	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	9161915	9162072	RNA5-8S1-1	0	+	9162072	9162072	85,212,76	1	157	0	RNA5-8S1	none	none	-1	LOFF_T0010290	rRNA	LOFF_G0010290	rRNA	LOFF_G0010290	rRNA_T291	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	9163240	9168326	RNA28S1-1	0	+	9168326	9168326	85,212,76	1	5086	0	RNA28S1	none	none	-1	LOFF_T0010291	rRNA	LOFF_G0010291	rRNA	LOFF_G0010291	rRNA_T292	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	9201670	9215006	RNA45S1-1	0	+	9215006	9215006	85,212,76	1	13336	0	RNA45S1	none	none	-1	LOFF_T0010292	rRNA	LOFF_G0010292	rRNA	LOFF_G0010292	rRNA_T293	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	9205310	9207179	RNA18S1-1	0	+	9207179	9207179	85,212,76	1	1869	0	RNA18S1	none	none	-1	LOFF_T0010293	rRNA	LOFF_G0010293	rRNA	LOFF_G0010293	rRNA_T294	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	9208261	9208418	RNA5-8S1-1	0	+	9208418	9208418	85,212,76	1	157	0	RNA5-8S1	none	none	-1	LOFF_T0010294	rRNA	LOFF_G0010294	rRNA	LOFF_G0010294	rRNA_T295	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	9209586	9214648	RNA28S1-1	0	+	9214648	9214648	85,212,76	1	5062	0	RNA28S1	none	none	-1	LOFF_T0010295	rRNA	LOFF_G0010295	rRNA	LOFF_G0010295	rRNA_T296	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	9246540	9259894	RNA45S1-1	0	+	9259894	9259894	85,212,76	1	13354	0	RNA45S1	none	none	-1	LOFF_T0010296	rRNA	LOFF_G0010296	rRNA	LOFF_G0010296	rRNA_T297	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	9250196	9252065	RNA18S1-1	0	+	9252065	9252065	85,212,76	1	1869	0	RNA18S1	none	none	-1	LOFF_T0010297	rRNA	LOFF_G0010297	rRNA	LOFF_G0010297	rRNA_T298	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	9253143	9253300	RNA5-8S1-1	0	+	9253300	9253300	85,212,76	1	157	0	RNA5-8S1	none	none	-1	LOFF_T0010298	rRNA	LOFF_G0010298	rRNA	LOFF_G0010298	rRNA_T299	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	9254471	9259539	RNA28S1-1	0	+	9259539	9259539	85,212,76	1	5068	0	RNA28S1	none	none	-1	LOFF_T0010299	rRNA	LOFF_G0010299	rRNA	LOFF_G0010299	rRNA_T300	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
chr13	9295789	9309130	RNA45S1-1	0	+	9309130	9309130	85,212,76	1	13341	0	RNA45S1	none	none	-1	LOFF_T0010300	rRNA	LOFF_G0010300	rRNA	LOFF_G0010300	rRNA_T301	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ortholog	Liftoff	N/A	N/A	N/A	False
